"ID","CRC_01","CRC_02","CRC_03","CRC_04","CRC_05","CRC_06","CRC_07","CRC_08","CRC_09","CRC_10","Ctrl_01","Ctrl_02","Ctrl_03","Ctrl_04","Ctrl_05","Ctrl_06","Ctrl_07","Ctrl_08","Ctrl_09","Ctrl_10"
"HMDB0005826",NA,275868.241837366,32868.5950413223,32895.5404699739,6189.96719842311,10416.0114074012,9462.42430462896,36220.5769230769,81218.8114511352,136199.590909091,10678.752904,53642.5714285714,8861.61692401733,25470.0042662368,23736.775862069,NA,12661.1515151515,15044.5594920995,8728,40277.4335272332
"HMDB0006270",1380255.68259547,968065.56854887,2754981.81818182,126846.788511749,821683.158819546,851766.47129864,7128133.45767812,631104.519230769,6950251.53010859,1582058.45454545,1170866.72987481,5757143.14285714,1384923.06482047,2885110.95635103,2946413.5862069,2746173.01856956,2570202.60606061,10463154.9128516,5809878,1383058.40580808
"HMDB0006330",NA,NA,NA,5266.5274151436,NA,NA,190.762239596998,NA,NA,NA,NA,1724.85755813954,1560.04049129437,6250.5534660371,1391.34482758621,1111.18618618619,829.393939393939,NA,520,540.80465927421
"HMDB0011719",NA,NA,NA,336481.587467363,NA,NA,NA,NA,1155.22211253702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0011743",828663.135977731,28937.6865145755,965.082644628099,585.169712793734,372862.093712318,24047.8505125349,28534.6045203844,6866.82692307692,1990.66535044423,390.954545454545,48367.7275292643,41965.1428571429,55600.8174980732,42155.7420714674,8269.56896551724,157993.331133689,4381.15151515152,32825.4140668358,15233,9947.75894383266
"HMDB0012138",6408.84095883782,2608.65214785981,2984.50413223141,3898.13054830287,9570.22754677938,54914.3458553466,3575.38532387625,2180.57692307692,18894.7934134761,3204.54545454545,20325.6465476304,5490.42857142857,12392.7132112579,3940.83529411765,5402.96551724138,2400.21406297153,1032.90909090909,9772.4824379887,2517,981.500608984583
"HMDB0013070",283.181344692834,NA,NA,NA,NA,NA,1927.76144276323,NA,NA,NA,5033.24019674201,4051.28571428571,3260.08663991283,6909.46446041841,NA,5803.04919022231,2263.75757575758,5446.26016077754,3676,3912.94477816913
"HMDB0013609",180833.645008324,9523.54666040278,10080.3719008264,60362.5065274151,107220.997037033,66712.0730616888,11439.9879805744,8202.59615384615,30405.7808489635,363574.909090909,9745.93772621387,7366.57142857143,11832.7594546469,19466.9974721219,10272.6724137931,6141.81358012272,12860.4848484848,4581.42078232755,5622,11376.4843314122
"HMDB0013676",NA,NA,NA,NA,NA,836.660256952427,120.355396857123,NA,1823.24185587364,467.863636363636,338.55068228533,NA,278.980519307944,183.83980782462,1104.41379310345,478.523689769641,124.060606060606,320.010823876107,2157,322.088891640173
"HMDB0013816",46188.3677475312,24461.0296879719,14442.7685950413,25216.3133159269,35342.0214129097,9274.12004693521,7848.00191230411,5913.65384615385,5141.57551826259,20079.6818181818,7313.05489766344,9321.57142857143,5468.0181784357,5103.82991227956,8028.65517241379,5130.07777889548,5421.0303030303,5768.29636961489,2533,3427.63516441401
"HMDB0029469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HMDB0029507",491.841282887554,1317.43487869302,133.884297520661,558.161879895561,NA,656249.597831927,19335.7170330116,NA,4066.71668311945,1179.27272727273,NA,NA,209.235389480958,NA,316.706896551724,615.244743989538,4641.81818181818,925.60092728722,4110,NA
"HMDB0029516",NA,105244.039040666,4423.76033057851,NA,NA,7821.54702753572,60287.6783601722,9000.96153846154,4818.44817374136,NA,4170.65627751503,15643.2857142857,1159.76187312302,822.728644918104,1824.44827586207,587.900533145559,433.515151515152,8083.31138031356,10483,877.039346831013
"HMDB0029659",51732.7603909909,10860.6447462405,29398.7603305785,NA,NA,102623.057445605,55641.5450228774,95014.3269230769,144824.671273445,20630.8636363636,25873.9159738065,70843.2857142857,78283.9264358041,74247.6198116247,34496.6896551724,97143.3472688864,NA,58268.2999499476,61747,71575.5510618491
"HMDB0029738",6110.75533284537,1002.82356437827,2259.29752066116,2412.69973890339,2066.91078625606,539.604986568667,419.168795950669,1773.65384615385,326.475814412636,1800.95454545455,3261.25151924858,667,NA,1701.88336946555,755.224137931035,1408.22685846494,708.121212121212,966.108626512044,4209,3134.92600275453
"HMDB0030746",402.415595089817,288.393704788522,1801.85950413223,441.127937336815,NA,2605.36549070528,8696.71496945175,3974.13461538462,3242681.68213228,424749.681818182,25794.6807077397,74437.8571428571,3441.42397746299,396.802753522448,2448618.01724138,1245.68071622573,53684.7878787879,110053.342638962,293467,1681.17343778401
"HMDB0031085",177107.574683418,740.647469115976,NA,NA,79899.020081211,367.912490842273,NA,18083.75,8031.30503455084,NA,NA,272.714285714286,280.973237303001,NA,53894.3103448276,205.081581329846,334.545454545455,NA,NA,NA
"HMDB0031193",122155.489531709,NA,NA,NA,8073.87025881275,6834.99649653644,323.714515684675,9186.73076923077,NA,457250.181818182,3785.28475619023,3791.71428571429,115.577643713291,1028.41080614763,600.931034482759,154.950528115884,NA,9853.49783643835,1400,2063.109927533
"HMDB0031327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2404.07000452615,NA,NA,NA,NA,1821.42826677397,NA,NA,NA,NA
"HMDB0032063",8972.37734237295,2523.44491689957,2443.38842975207,NA,5716.30014323943,1458.02357481938,479.34649437923,1906.34615384615,828.746298124383,9350.86363636364,1939.46321713458,515.857142857143,559.953756610944,21913.3410534713,1775.72413793103,NA,2436.60606060606,2641.1019894585,2462,620.238744036821
"HMDB0032572",968.778284475485,648.885835774174,647.107438016529,55501.0966057441,796.621865536191,198.945272825821,319.564329586154,2308.84615384615,256.157946692991,929.318181818182,169.275341142665,NA,344.740213144816,353.118046712637,554.913793103448,197.485967206518,146820.848484848,157.980026976812,NA,184.983485063613
"HMDB0032574",1087,831.039976825029,862.538413849015,4004.3208837454,1365.6898481215,798.506369013229,5270.73634512227,3759.61538461538,379.278715021719,4158.52030777686,76.6449443030443,174.142857142857,118.576326089891,100.123273657289,172.052631578947,949.429429429429,62.6300688599847,1780.65446868403,11743,349.008706371831
"HMDB0032624",11759.4779454024,30438.6446599522,24199.5867768595,NA,NA,4292.31239315985,20603.5988861099,20087.4038461538,77985.8637709773,9780.27272727273,61538.7897113648,74999.7142857143,89026.669147155,98103.1101220156,37149.4482758621,50117.3811085404,16330,32523.6317076109,14930,31511.3926115128
"HMDB0034782",NA,NA,NA,NA,NA,57.230831908798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6969696969697,NA,NA,NA
"HMDB0036847",253.372782093588,10395.2821771499,187332.024793388,1377.39947780679,9667.11398988513,48128.4043575891,2023.21572302922,15292.7884615385,21338.1243830207,12414.4090909091,5746.35759134303,305.571428571429,2090.36117681452,1128.52159258678,57529.6724137931,9951.77362438386,96764.4848484848,2728.19354279187,1723,70239.3174168014
"HMDB0040122",NA,58.9896214340158,29817.1487603306,162.046997389034,139.947084486088,21.8022216795421,NA,20476.6346153846,21723.1984205331,NA,21.6096180182126,NA,NA,NA,64.9655172413793,NA,6513.87878787879,NA,NA,NA
"HMDB0060551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723.50233848096,NA,3463.34387540862,NA,NA,4300.63671662811,1423.21212121212,253.173120155148,NA,NA
"HMDB0000138",NA,989.714759615154,1305.37190082645,270.078328981723,376.780612077928,182.593606566165,657.804496615654,3118.26923076923,2233.42941757157,38505.8181818182,3554.78216399597,3643.85714285714,8829.73343609642,9991.05648662715,1077.34482758621,1080.09632833719,1380,684.58011689952,569,2199.12719596213
"HMDB0000321",NA,570.233007195486,NA,NA,NA,545.055541988552,2550.28935754145,745.288461538462,1007.88943731491,7742.18181818182,500.622817421924,NA,203.257235495788,36203.7007686307,NA,347.879126848406,NA,NA,4442,1616.97328708547
"HMDB0000917",NA,10441.1629938208,6108.47107438017,1980.57441253264,1970.02434315031,39077.7570828692,18484.9288828147,1446540.76923077,1868568.41855874,1433880.27272727,615.874113519058,5437.85714285714,3200.30510006113,1996.75514043177,48182.7586206897,11893.2125943064,586764.848484849,18177.8300271396,21516,13482.0316466951
"HMDB0013678",NA,675.103445300403,251.03305785124,221671.289817232,NA,NA,759.48405602943,84.0384615384615,161.236488534195,28255.3399285518,408.781940844521,NA,158.322580645161,100.123273657289,108.275862068966,312.939301881099,63.416220351951,118.118226600985,1925,255.456044379382
"HMDB0029039",NA,465.362569090569,485.330578512397,NA,NA,NA,NA,NA,209.279368213228,NA,NA,2158.71428571429,NA,NA,600.931034482759,NA,349.878787878788,NA,1111,NA
"HMDB0030748",NA,4909.24738378643,8674.5867768595,NA,7051.1800260298,2264.70577696243,5306.01292695971,2720.19230769231,NA,NA,2168.16500782733,506,123.548515693518,702.595701191124,NA,1049.71387184388,NA,198.487726201636,315,624.591296626553
"HMDB0000731",983.682565775108,NA,NA,NA,NA,3038.68464658618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2450.71580310183,NA,NA
"HMDB0003903",NA,NA,NA,40250.6736292428,NA,NA,NA,NA,NA,1269,NA,NA,NA,8829.77136393301,NA,80.5135097072729,24349.3333333333,NA,15575,NA
"HMDB0041789",1109,2269.55388180765,NA,873469.326370757,204.983213429257,68.4533134328358,132.089311014325,132.009391090914,7803.60908193485,583.227272727273,NA,152.436046511628,78.1676339586989,219.517135549872,77,182.867867867868,1446.90909090909,100.800140745954,1554.91358772025,NA
"HMDB0125166",NA,3624.58451700119,5204.7520661157,306.088772845953,NA,158.06610717668,1226.3799921131,174.711538461538,328.150049358342,NA,1372.2107441565,7603.14285714286,1157.76915512797,2544.63417167148,146.172413793103,9005.36010461724,65.5151515151515,5673.10327643655,3378,15840.0270121825
"HMDB0029482",NA,NA,NA,NA,NA,NA,NA,NA,NA,41466.8181818182,NA,5822.28571428571,NA,45.5049029268863,7341.10344827586,53.1692988632934,NA,NA,NA,NA
"HMDB0000387",NA,NA,NA,NA,NA,NA,612.152449531918,NA,NA,NA,NA,NA,NA,NA,411.448275862069,4211.00846997284,1271.27272727273,NA,NA,NA
